NIS,Categoria,Consumo,Mes
0086-0051,BT RESIDENCIAL,311,Abril
0086-0053,BT RESIDENCIAL,509,Abril
0086-0055,BT RESIDENCIAL,120,Abril
0086-0056,BT RESIDENCIAL,716,Abril
0086-0058,BT RESIDENCIAL,430,Abril
0086-0059,BT RESIDENCIAL,539,Abril
0086-0061,BT RESIDENCIAL,638,Abril
0086-0062,BT RESIDENCIAL,439,Abril
0086-0064,BT RESIDENCIAL,548,Abril
0086-0065,BT RESIDENCIAL,567,Abril
0086-0067,BT RESIDENCIAL,433,Abril
0086-0466,BT RESIDENCIAL,211,Abril
0086-0469,BT RESIDENCIAL,30,Abril
0086-0499,BT RESIDENCIAL,586,Abril
0086-0501,BT RESIDENCIAL,400,Abril
0087-0045,MT INDUSTRIAL,22731,Abril
0087-0052,BT RESIDENCIAL,716,Abril
0087-0076,BT RESIDENCIAL,928,Abril
0087-0080,BT RESIDENCIAL,1042,Abril
0087-0082,BT RESIDENCIAL,848,Abril
0087-0094,BT RESIDENCIAL,414,Abril
0087-0106,BT RESIDENCIAL,545,Abril
0087-0122,BT RESIDENCIAL,210,Abril
0087-0126,BT RESIDENCIAL,327,Abril
0087-0138,BT RESIDENCIAL,689,Abril
0087-0166,BT RESIDENCIAL,30,Abril
0087-0186,BT RESIDENCIAL,348,Abril
0087-0218,BT RESIDENCIAL,900,Abril
0087-0290,BT RESIDENCIAL,604,Abril
0087-0312,BT RESIDENCIAL,34,Abril
0083-0823,BT RESIDENCIAL,670,Abril
0083-0824,BT RESIDENCIAL,115,Abril
0083-0830,BT SOCIAL,110,Abril
0083-0833,BT RESIDENCIAL,143,Abril
0083-0836,BT RESIDENCIAL,74,Abril
0083-0841,BT RESIDENCIAL,117,Abril
0083-0845,BT GENERAL,60,Abril
0083-0851,BT RESIDENCIAL,30,Abril
0083-0854,BT SOCIAL,159,Abril
0083-0855,MT GENERAL,225,Abril
0083-0859,MT GENERAL,360,Abril
0083-0860,BT GENERAL,98,Abril
0083-0861,BT GENERAL,129,Abril
0083-0903,BT RESIDENCIAL,251,Abril
0083-0910,BT RESIDENCIAL,748,Abril
0083-0913,BT RESIDENCIAL,260,Abril
0083-0916,BT RESIDENCIAL,120,Abril
0083-0917,BT RESIDENCIAL,156,Abril
0083-0923,BT RESIDENCIAL,245,Abril
0083-0924,BT RESIDENCIAL,496,Abril
0083-0941,BT RESIDENCIAL,120,Abril
0083-0942,BT RESIDENCIAL,348,Abril
0083-0948,BT RESIDENCIAL,173,Abril
0083-0949,BT RESIDENCIAL,544,Abril
0083-0957,BT RESIDENCIAL,1182,Abril
0083-0958,BT RESIDENCIAL,261,Abril
0002-0010,BT RESIDENCIAL,120,Abril
0002-0014,MT GENERAL,965,Abril
0900-0255,BT SOCIAL,131,Abril
0002-0015,MT GENERAL,1641,Abril
0002-0016,MT GENERAL,1995,Abril
0002-0020,BT RESIDENCIAL,591,Abril
0002-0030,BT RESIDENCIAL,758,Abril
0900-0264,BT RESIDENCIAL,158,Abril
0002-0045,BT RESIDENCIAL,465,Abril
0900-0266,BT SOCIAL,87,Abril
0002-0050,BT RESIDENCIAL,382,Abril
0002-0060,BT RESIDENCIAL,1656,Abril
0002-0070,MT INDUSTRIAL,4400,Abril
0002-0080,BT RESIDENCIAL,755,Abril
0900-0275,BT SOCIAL,293,Abril
0002-0090,BT RESIDENCIAL,1014,Abril
0900-0277,BT SOCIAL,253,Abril
0002-0100,BT RESIDENCIAL,807,Abril
0002-0110,BT RESIDENCIAL,1678,Abril
0002-0115,BT RESIDENCIAL,590,Abril
0002-0130,MT GENERAL,983,Abril
0002-0140,BT GENERAL,330,Abril
0900-0301,BT SOCIAL,85,Abril
0002-0150,BT RESIDENCIAL,509,Abril
0900-0310,BT SOCIAL,88,Abril
0002-0160,BT RESIDENCIAL,765,Abril
0900-0313,BT SOCIAL,270,Abril
0002-0180,BT RESIDENCIAL,480,Abril
0002-0190,BT RESIDENCIAL,1708,Abril
0002-0200,BT RESIDENCIAL,963,Abril
0002-0210,BT RESIDENCIAL,751,Abril
0201-0184,BT INDUSTRIAL,266,Abril
0201-0186,BT GENERAL,596,Abril
0201-0187,BT GENERAL,1113,Abril
0201-0380,MT INDUSTRIAL,11169,Abril
0201-0390,BT INDUSTRIAL,1090,Abril
0475-0035,BT RESIDENCIAL,1096,Abril
0475-0050,BT RESIDENCIAL,737,Abril
0475-0070,BT SOCIAL,58,Abril
0475-0100,BT SOCIAL,15,Abril
0475-0110,BT RESIDENCIAL,463,Abril
0475-0160,BT RESIDENCIAL,1628,Abril
0476-0040,BT RESIDENCIAL,1357,Abril
0476-0045,BT RESIDENCIAL,789,Abril
0476-0050,BT RESIDENCIAL,1207,Abril
0476-0055,BT RESIDENCIAL,519,Abril
0476-0075,BT RESIDENCIAL,342,Abril
0476-0095,BT RESIDENCIAL,1219,Abril
0476-0100,BT RESIDENCIAL,499,Abril
0476-0105,BT RESIDENCIAL,1470,Abril
0476-0110,BT RESIDENCIAL,691,Abril
0480-0030,BT RESIDENCIAL,236,Abril
0480-0035,BT RESIDENCIAL,946,Abril
0480-0045,BT RESIDENCIAL,856,Abril
0482-0010,BT RESIDENCIAL,1007,Abril
0482-0030,BT RESIDENCIAL,702,Abril
0482-0045,BT RESIDENCIAL,126,Abril
0482-0065,BT RESIDENCIAL,1493,Abril
0482-0066,BT RESIDENCIAL,1244,Abril
0482-0070,BT RESIDENCIAL,1528,Abril
0482-0071,BT RESIDENCIAL,687,Abril
0485-0035,BT RESIDENCIAL,120,Abril
0485-0045,BT RESIDENCIAL,758,Abril
0485-0050,BT RESIDENCIAL,1718,Abril
0485-0065,BT RESIDENCIAL,1910,Abril
0485-0080,BT RESIDENCIAL,498,Abril
0485-0091,BT RESIDENCIAL,60,Abril
0054-0077,MT GENERAL,230,Abril
0054-0084,MT GENERAL,459,Abril
0054-0089,MT GENERAL,230,Abril
0054-0093,MT GENERAL,230,Abril
0054-0098,MT GENERAL,230,Abril
0054-0113,MT GENERAL,459,Abril
0054-0116,MT GENERAL,459,Abril
0054-0119,MT GENERAL,230,Abril
0054-0125,MT GENERAL,230,Abril
0054-0136,MT GENERAL,230,Abril
0054-0141,MT GENERAL,230,Abril
0054-0157,MT GENERAL,230,Abril
0054-0208,MT GENERAL,230,Abril
0054-0214,MT GENERAL,230,Abril
0054-0220,MT GENERAL,459,Abril
0054-0228,MT GENERAL,230,Abril
0054-0234,MT GENERAL,230,Abril
0054-0932,MT GENERAL,230,Abril
0055-0500,MT GENERAL,230,Abril
0055-0611,MT GENERAL,230,Abril
0055-0634,MT GENERAL,459,Abril
0055-0653,MT GENERAL,230,Abril
0055-0676,MT GENERAL,230,Abril
0055-0683,MT GENERAL,230,Abril
0056-0030,MT GENERAL,1148,Abril
0060-0020,BT RESIDENCIAL,573,Abril
0060-0040,BT RESIDENCIAL,2045,Abril
0060-0041,MT GENERAL,225,Abril
0060-0080,BT RESIDENCIAL,729,Abril
0060-0120,BT RESIDENCIAL,534,Abril
0060-0500,MT GENERAL,2732,Abril
0060-0510,BT RESIDENCIAL,1412,Abril
0060-0590,MT GENERAL,596,Abril
0060-0600,MT GENERAL,1840,Abril
0060-0655,MT GENERAL,2137,Abril
0061-0010,MT GENERAL,1821,Abril
0061-0050,BT RESIDENCIAL,764,Abril
0061-0080,BT RESIDENCIAL,1048,Abril
0061-0140,BT RESIDENCIAL,750,Abril
0061-0230,BT RESIDENCIAL,1413,Abril
0061-0400,BT RESIDENCIAL,1630,Abril
0485-0111,BT RESIDENCIAL,202,Abril
0485-0120,BT RESIDENCIAL,408,Abril
0485-0130,BT RESIDENCIAL,760,Abril
0485-0140,BT RESIDENCIAL,533,Abril
0485-0141,BT RESIDENCIAL,317,Abril
0485-0145,BT RESIDENCIAL,327,Abril
0488-0020,BT RESIDENCIAL,1630,Abril
0488-0025,BT RESIDENCIAL,314,Abril
0488-0030,BT RESIDENCIAL,1074,Abril
0488-0040,BT RESIDENCIAL,30,Abril
0488-0055,BT RESIDENCIAL,490,Abril
0488-0060,BT RESIDENCIAL,1653,Abril
0488-0064,BT RESIDENCIAL,687,Abril
0488-0065,BT RESIDENCIAL,477,Abril
0488-0071,BT RESIDENCIAL,1439,Abril
0488-0073,BT RESIDENCIAL,478,Abril
0490-0010,BT RESIDENCIAL,358,Abril
0490-0025,BT RESIDENCIAL,1693,Abril
0490-0027,BT RESIDENCIAL,1080,Abril
0490-0035,BT RESIDENCIAL,514,Abril
0490-0040,BT RESIDENCIAL,515,Abril
0490-0042,BT RESIDENCIAL,30,Abril
0490-0050,BT RESIDENCIAL,624,Abril
0490-0090,BT RESIDENCIAL,1437,Abril
0490-0105,BT RESIDENCIAL,554,Abril
0490-0120,BT RESIDENCIAL,630,Abril
0490-0135,BT RESIDENCIAL,516,Abril
0492-0010,BT RESIDENCIAL,221,Abril
0492-0040,BT RESIDENCIAL,1321,Abril
0492-0041,BT RESIDENCIAL,194,Abril
0492-0060,BT RESIDENCIAL,830,Abril
0492-0062,BT RESIDENCIAL,1512,Abril
0061-0450,BT RESIDENCIAL,703,Abril
0061-0455,MT GENERAL,558,Abril
0061-0620,BT RESIDENCIAL,1602,Abril
0061-0850,MT GENERAL,3017,Abril
0062-0080,BT RESIDENCIAL,912,Abril
0062-0200,BT RESIDENCIAL,2466,Abril
0062-0310,BT RESIDENCIAL,2085,Abril
0062-0370,BT RESIDENCIAL,1191,Abril
0062-0505,MT GENERAL,450,Abril
0063-0080,BT RESIDENCIAL,2711,Abril
0063-0160,MT GENERAL,1253,Abril
0063-0310,MT GENERAL,225,Abril
0121-0120,MT GENERAL,5202,Abril
0121-0231,BT RESIDENCIAL,1192,Abril
0121-0246,MT GENERAL,6030,Abril
0122-0040,BT RESIDENCIAL,1246,Abril
0122-0050,BT RESIDENCIAL,1507,Abril
0122-0105,BT RESIDENCIAL,687,Abril
0122-0120,BT RESIDENCIAL,3855,Abril
0122-0150,BT RESIDENCIAL,867,Abril
0122-0180,BT RESIDENCIAL,1883,Abril
0123-0055,BT RESIDENCIAL,658,Abril
0123-0075,BT RESIDENCIAL,1146,Abril
0130-0005,MT GENERAL,5032,Abril
0130-0010,BT RESIDENCIAL,1393,Abril
0130-0045,BT RESIDENCIAL,1101,Abril
0130-0055,BT RESIDENCIAL,1076,Abril
0130-0086,BT RESIDENCIAL,1688,Abril
0130-0087,BT RESIDENCIAL,1132,Abril
0130-0200,BT RESIDENCIAL,1230,Abril
0130-0206,BT RESIDENCIAL,1746,Abril
0130-0280,BT RESIDENCIAL,567,Abril
0130-0290,BT RESIDENCIAL,1166,Abril
0492-0070,BT RESIDENCIAL,1098,Abril
0492-0076,MT GENERAL,9000,Abril
0495-0020,BT RESIDENCIAL,1015,Abril
0495-0040,BT RESIDENCIAL,846,Abril
0495-0060,BT RESIDENCIAL,492,Abril
0495-0080,BT RESIDENCIAL,30,Abril
0495-0110,BT RESIDENCIAL,844,Abril
0499-0020,BT GENERAL,2343,Abril
0499-0120,BT RESIDENCIAL,768,Abril
0499-0140,BT RESIDENCIAL,1246,Abril
0499-0210,BT RESIDENCIAL,1566,Abril
0499-0260,BT RESIDENCIAL,1107,Abril
0499-0270,BT RESIDENCIAL,1307,Abril
0499-0420,BT RESIDENCIAL,499,Abril
0500-0030,BT GENERAL,311,Abril
0500-0055,BT RESIDENCIAL,1546,Abril
0500-0065,BT GENERAL,1988,Abril
0500-0066,BT RESIDENCIAL,899,Abril
0500-0067,BT RESIDENCIAL,535,Abril
0500-0068,BT RESIDENCIAL,300,Abril
0500-0069,BT RESIDENCIAL,738,Abril
0500-0070,BT RESIDENCIAL,1333,Abril
0500-0071,BT RESIDENCIAL,840,Abril
0500-0080,BT RESIDENCIAL,623,Abril
0500-0085,BT SOCIAL,15,Abril
0500-0090,BT RESIDENCIAL,801,Abril
0500-0100,BT RESIDENCIAL,1926,Abril
0500-0110,BT RESIDENCIAL,808,Abril
0500-0120,BT RESIDENCIAL,1208,Abril
0500-0125,BT RESIDENCIAL,258,Abril
0500-0145,BT RESIDENCIAL,1277,Abril
0500-0156,BT RESIDENCIAL,1012,Abril
0500-0160,BT RESIDENCIAL,976,Abril
0500-0165,BT RESIDENCIAL,764,Abril
0500-0169,BT RESIDENCIAL,884,Abril
0500-0170,BT RESIDENCIAL,30,Abril
0500-0180,BT RESIDENCIAL,1505,Abril
0500-0185,BT RESIDENCIAL,777,Abril
0500-0205,BT RESIDENCIAL,1412,Abril
0500-0210,BT RESIDENCIAL,2404,Abril
0500-0215,BT RESIDENCIAL,1657,Abril
0500-0230,BT RESIDENCIAL,1671,Abril
0500-0235,BT RESIDENCIAL,732,Abril
0500-0245,BT RESIDENCIAL,1346,Abril
0500-0247,BT RESIDENCIAL,333,Abril
0500-0248,BT RESIDENCIAL,820,Abril
0500-0250,BT RESIDENCIAL,1423,Abril
0130-0308,BT RESIDENCIAL,666,Abril
0130-0315,BT RESIDENCIAL,564,Abril
0130-0420,BT RESIDENCIAL,1044,Abril
0130-0465,BT RESIDENCIAL,973,Abril
0135-0051,BT RESIDENCIAL,857,Abril
0135-0090,BT RESIDENCIAL,560,Abril
0135-0132,BT RESIDENCIAL,1436,Abril
0135-0133,BT RESIDENCIAL,855,Abril
0141-0035,BT RESIDENCIAL,1486,Abril
0141-0060,BT RESIDENCIAL,894,Abril
0141-0090,BT RESIDENCIAL,1812,Abril
0141-0100,BT RESIDENCIAL,2716,Abril
0150-0025,BT RESIDENCIAL,1827,Abril
0150-0100,BT RESIDENCIAL,1830,Abril
0150-0168,BT RESIDENCIAL,2753,Abril
0150-0418,BT RESIDENCIAL,629,Abril
0160-0050,BT RESIDENCIAL,2839,Abril
0199-0072,BT GENERAL,764,Abril
0199-0090,BT RESIDENCIAL,659,Abril
0199-0200,BT RESIDENCIAL,1652,Abril
0199-0220,BT RESIDENCIAL,630,Abril
0199-0530,BT RESIDENCIAL,1964,Abril
0199-0550,BT RESIDENCIAL,1098,Abril
0200-0040,BT RESIDENCIAL,1471,Abril
0200-0075,BT RESIDENCIAL,580,Abril
0200-0100,BT GENERAL,2669,Abril
0500-0255,BT RESIDENCIAL,897,Abril
0500-0260,BT RESIDENCIAL,188,Abril
0500-0285,BT RESIDENCIAL,261,Abril
0500-0295,BT RESIDENCIAL,497,Abril
0500-0300,BT RESIDENCIAL,606,Abril
0500-0325,BT GENERAL,98,Abril
0500-0330,BT RESIDENCIAL,774,Abril
0500-0340,BT RESIDENCIAL,353,Abril
0500-0350,BT RESIDENCIAL,368,Abril
0500-0360,BT RESIDENCIAL,1199,Abril
0500-0380,BT RESIDENCIAL,819,Abril
0500-0390,BT RESIDENCIAL,1055,Abril
0500-0400,BT RESIDENCIAL,1892,Abril
0500-0405,BT RESIDENCIAL,470,Abril
0500-0450,BT RESIDENCIAL,1019,Abril
0500-0510,BT RESIDENCIAL,1221,Abril
0500-0520,BT RESIDENCIAL,1116,Abril
0500-0540,BT RESIDENCIAL,2736,Abril
0500-0545,BT RESIDENCIAL,1215,Abril
0500-0560,BT RESIDENCIAL,1653,Abril
0500-0600,BT RESIDENCIAL,555,Abril
0501-0020,BT GENERAL,5676,Abril
0501-0025,BT RESIDENCIAL,322,Abril
0501-0030,BT RESIDENCIAL,1243,Abril
0501-0035,BT RESIDENCIAL,596,Abril
0501-0037,BT RESIDENCIAL,1041,Abril
0501-0041,BT RESIDENCIAL,1190,Abril
0501-0042,BT RESIDENCIAL,474,Abril
0501-0045,BT RESIDENCIAL,2123,Abril
0501-0050,BT RESIDENCIAL,912,Abril
0501-0055,BT RESIDENCIAL,1757,Abril
0501-0060,BT RESIDENCIAL,768,Abril
0501-0070,BT RESIDENCIAL,1422,Abril
0501-0071,BT RESIDENCIAL,658,Abril
0501-0080,BT GENERAL,1050,Abril
0501-0090,BT RESIDENCIAL,1062,Abril
0501-0100,BT RESIDENCIAL,1185,Abril
0501-0175,BT RESIDENCIAL,1422,Abril
0501-0250,BT RESIDENCIAL,1118,Abril
0501-0255,BT RESIDENCIAL,871,Abril
0501-0280,BT RESIDENCIAL,578,Abril
0501-0295,BT RESIDENCIAL,334,Abril
0501-0300,BT RESIDENCIAL,1570,Abril
0501-0305,BT RESIDENCIAL,1259,Abril
0501-0320,BT RESIDENCIAL,1189,Abril
0200-0330,BT RESIDENCIAL,2741,Abril
0200-0340,BT RESIDENCIAL,918,Abril
0200-0505,BT RESIDENCIAL,736,Abril
0200-0534,BT RESIDENCIAL,1036,Abril
0200-0538,BT RESIDENCIAL,2369,Abril
0200-0542,BT RESIDENCIAL,877,Abril
0200-0549,BT RESIDENCIAL,627,Abril
0200-0550,BT RESIDENCIAL,602,Abril
0201-0060,MT GENERAL,7630,Abril
0201-0065,BT GENERAL,2510,Abril
0201-0158,BT GENERAL,1589,Abril
0201-0159,MT GENERAL,2835,Abril
0201-0182,BT GENERAL,725,Abril
0201-0195,BT GENERAL,1635,Abril
0201-0400,BT GENERAL,2742,Abril
0300-0510,BT RESIDENCIAL,5089,Abril
0300-0520,BT RESIDENCIAL,922,Abril
0300-0600,BT RESIDENCIAL,2534,Abril
0300-0900,MT GENERAL,1377,Abril
0301-0290,MT GENERAL,7466,Abril
0301-0330,BT GENERAL,2723,Abril
0301-0390,MT GENERAL,7507,Abril
0301-0455,MT GENERAL,3794,Abril
0306-0008,BT RESIDENCIAL,939,Abril
0306-0013,BT RESIDENCIAL,1198,Abril
0306-0034,BT GUBERNAMENTAL,2072,Abril
0306-0227,BT RESIDENCIAL,772,Abril
0306-0352,BT RESIDENCIAL,934,Abril
0306-0501,BT RESIDENCIAL,2634,Abril
0330-0005,BT GENERAL,2489,Abril
0330-0090,BT RESIDENCIAL,1078,Abril
0350-0045,BT RESIDENCIAL,1496,Abril
0350-0046,BT RESIDENCIAL,836,Abril
0501-0345,BT GENERAL,2003,Abril
0502-0010,BT RESIDENCIAL,99916,Abril
0502-0050,BT RESIDENCIAL,1123,Abril
0502-0070,BT RESIDENCIAL,379,Abril
0502-0080,BT RESIDENCIAL,528,Abril
0502-0085,BT RESIDENCIAL,734,Abril
0502-0095,BT RESIDENCIAL,74,Abril
0502-0105,BT RESIDENCIAL,2778,Abril
0502-0120,BT RESIDENCIAL,338,Abril
0510-0050,BT RESIDENCIAL,1240,Abril
0510-0065,BT RESIDENCIAL,140,Abril
0510-0067,BT RESIDENCIAL,30,Abril
0510-0068,BT RESIDENCIAL,1027,Abril
0510-0071,BT RESIDENCIAL,627,Abril
0510-0075,BT RESIDENCIAL,667,Abril
0510-0077,BT RESIDENCIAL,1014,Abril
0510-0090,BT RESIDENCIAL,30,Abril
0510-0125,BT RESIDENCIAL,716,Abril
0510-0130,BT RESIDENCIAL,2055,Abril
0510-0135,BT RESIDENCIAL,914,Abril
0510-0150,BT RESIDENCIAL,444,Abril
0510-0155,BT RESIDENCIAL,901,Abril
0510-0157,BT RESIDENCIAL,291,Abril
0510-0165,BT RESIDENCIAL,449,Abril
0510-0174,BT RESIDENCIAL,515,Abril
0510-0179,BT RESIDENCIAL,699,Abril
0510-0182,BT RESIDENCIAL,1531,Abril
0510-0186,BT RESIDENCIAL,1070,Abril
0510-0189,BT RESIDENCIAL,785,Abril
0510-0190,BT RESIDENCIAL,586,Abril
0510-0191,BT RESIDENCIAL,800,Abril
0510-0193,BT RESIDENCIAL,1982,Abril
0510-0342,BT RESIDENCIAL,1032,Abril
0510-0361,BT RESIDENCIAL,492,Abril
0350-0076,BT RESIDENCIAL,628,Abril
0350-0095,BT RESIDENCIAL,1101,Abril
0400-0030,BT RESIDENCIAL,529,Abril
0400-0035,BT GENERAL,3774,Abril
0400-0050,BT RESIDENCIAL,666,Abril
0400-0060,BT GENERAL,2258,Abril
0400-0074,BT RESIDENCIAL,630,Abril
0700-0270,BT RESIDENCIAL,1374,Abril
0700-0300,BT RESIDENCIAL,811,Abril
0700-0345,BT RESIDENCIAL,1636,Abril
0700-0358,BT RESIDENCIAL,1125,Abril
0700-0435,BT RESIDENCIAL,821,Abril
0700-0440,BT RESIDENCIAL,790,Abril
0700-0635,BT RESIDENCIAL,737,Abril
0700-0660,BT GENERAL,1061,Abril
0700-0910,MT GENERAL,1125,Abril
0701-0040,BT GENERAL,1165,Abril
0702-0070,BT RESIDENCIAL,2549,Abril
0702-0090,BT RESIDENCIAL,930,Abril
0702-0145,BT RESIDENCIAL,656,Abril
0702-0180,BT RESIDENCIAL,905,Abril
0702-0230,BT RESIDENCIAL,755,Abril
0702-0245,BT RESIDENCIAL,739,Abril
0702-0275,BT RESIDENCIAL,839,Abril
0702-0375,BT RESIDENCIAL,532,Abril
0702-0383,BT GENERAL,900,Abril
0061-0350,MT GENERAL,3461,Abril
0122-0010,BT RESIDENCIAL,109,Abril
0122-0106,BT GENERAL,259,Abril
0135-0050,BT RESIDENCIAL,316,Abril
0135-0085,BT RESIDENCIAL,959,Abril
0135-0121,BT RESIDENCIAL,444,Abril
0135-0165,BT RESIDENCIAL,32,Abril
0150-0188,BT RESIDENCIAL,322,Abril
0150-0200,BT GENERAL,94,Abril
0150-0219,BT RESIDENCIAL,30,Abril
0150-0233,BT RESIDENCIAL,458,Abril
0150-0243,BT GENERAL,421,Abril
0160-0010,BT RESIDENCIAL,30,Abril
0160-0112,BT RESIDENCIAL,343,Abril
0160-0116,BT RESIDENCIAL,844,Abril
0199-0500,BT GENERAL,30,Abril
0199-0640,BT RESIDENCIAL,30,Abril
0200-0105,BT GENERAL,126,Abril
0200-0180,BT RESIDENCIAL,416,Abril
0200-0190,BT RESIDENCIAL,302,Abril
0510-0385,BT RESIDENCIAL,831,Abril
0510-0386,BT RESIDENCIAL,859,Abril
0510-0391,BT RESIDENCIAL,487,Abril
0510-0423,BT RESIDENCIAL,652,Abril
0510-0425,BT RESIDENCIAL,1409,Abril
0521-0040,BT RESIDENCIAL,734,Abril
0521-0041,BT RESIDENCIAL,571,Abril
0521-0070,BT RESIDENCIAL,552,Abril
0521-0075,BT RESIDENCIAL,645,Abril
0521-0085,BT RESIDENCIAL,1861,Abril
0521-0100,BT RESIDENCIAL,1382,Abril
0521-0110,BT RESIDENCIAL,1696,Abril
0521-0115,BT RESIDENCIAL,700,Abril
0522-0050,BT RESIDENCIAL,445,Abril
0522-0060,BT RESIDENCIAL,437,Abril
0522-0075,BT RESIDENCIAL,883,Abril
0522-0080,BT RESIDENCIAL,428,Abril
0522-0085,BT RESIDENCIAL,1619,Abril
0522-0100,BT RESIDENCIAL,1770,Abril
0522-0110,BT RESIDENCIAL,120,Abril
0522-0123,BT RESIDENCIAL,923,Abril
0522-0125,BT RESIDENCIAL,2412,Abril
0522-0135,BT RESIDENCIAL,800,Abril
0522-0155,BT RESIDENCIAL,1173,Abril
0523-0100,BT RESIDENCIAL,2493,Abril
0523-0110,BT RESIDENCIAL,1266,Abril
0524-0010,BT RESIDENCIAL,407,Abril
0524-0020,BT RESIDENCIAL,605,Abril
0524-0025,BT RESIDENCIAL,536,Abril
0524-0030,BT RESIDENCIAL,89,Abril
0524-0055,BT RESIDENCIAL,212,Abril
0524-0065,BT RESIDENCIAL,502,Abril
0524-0090,BT RESIDENCIAL,692,Abril
0524-0100,BT RESIDENCIAL,738,Abril
0752-0020,BT RESIDENCIAL,1356,Abril
0752-0033,BT RESIDENCIAL,1296,Abril
0752-0035,BT RESIDENCIAL,795,Abril
0754-0100,BT RESIDENCIAL,1387,Abril
0755-0030,BT RESIDENCIAL,803,Abril
0900-0002,MT GENERAL,2370,Abril
0900-0211,BT GENERAL,2039,Abril
0900-0340,BT GENERAL,532,Abril
0900-0900,MT GENERAL,225,Abril
0901-0002,BT RESIDENCIAL,1391,Abril
0510-0100,BT RESIDENCIAL,1737,Abril
0510-0110,BT RESIDENCIAL,1251,Abril
0510-0160,BT RESIDENCIAL,901,Abril
0510-0170,BT RESIDENCIAL,545,Abril
0510-0194,BT RESIDENCIAL,1053,Abril
0510-0340,BT RESIDENCIAL,1365,Abril
0510-0344,BT RESIDENCIAL,714,Abril
0510-0360,BT RESIDENCIAL,863,Abril
0510-0398,BT RESIDENCIAL,605,Abril
0510-0420,BT RESIDENCIAL,1005,Abril
0521-0055,BT RESIDENCIAL,1184,Abril
0521-0060,BT RESIDENCIAL,606,Abril
0521-0105,BT RESIDENCIAL,679,Abril
0521-0108,BT RESIDENCIAL,1110,Abril
0522-0090,BT RESIDENCIAL,510,Abril
0522-0120,BT RESIDENCIAL,1247,Abril
0523-0030,BT RESIDENCIAL,1189,Abril
0523-0040,BT RESIDENCIAL,1042,Abril
0524-0035,BT RESIDENCIAL,501,Abril
0524-0050,BT RESIDENCIAL,1518,Abril
0400-0116,BT GENERAL,1267,Abril
0400-0135,BT RESIDENCIAL,882,Abril
0475-0080,BT RESIDENCIAL,2023,Abril
0476-0030,BT RESIDENCIAL,1246,Abril
0476-0060,BT RESIDENCIAL,1895,Abril
0476-0077,BT RESIDENCIAL,750,Abril
0480-0040,BT RESIDENCIAL,757,Abril
0480-0046,BT RESIDENCIAL,1807,Abril
0482-0025,BT RESIDENCIAL,1445,Abril
0482-0040,BT RESIDENCIAL,558,Abril
0482-0060,BT RESIDENCIAL,1428,Abril
0485-0030,BT RESIDENCIAL,1344,Abril
0485-0055,BT RESIDENCIAL,573,Abril
0485-0113,BT RESIDENCIAL,1259,Abril
0485-0121,BT RESIDENCIAL,671,Abril
0488-0050,BT RESIDENCIAL,632,Abril
0488-0070,BT RESIDENCIAL,668,Abril
0490-0011,BT RESIDENCIAL,1226,Abril
0490-0012,BT RESIDENCIAL,778,Abril
0490-0060,BT RESIDENCIAL,890,Abril
0490-0070,BT RESIDENCIAL,2477,Abril
0492-0005,BT RESIDENCIAL,1375,Abril
0492-0030,BT RESIDENCIAL,1050,Abril
0495-0050,BT RESIDENCIAL,1256,Abril
0500-0027,BT RESIDENCIAL,1260,Abril
0502-0110,BT RESIDENCIAL,613,Abril
0510-0020,BT RESIDENCIAL,1638,Abril
0524-0110,BT RESIDENCIAL,986,Abril
0524-0115,BT RESIDENCIAL,535,Abril
0525-0010,BT RESIDENCIAL,194,Abril
0525-0030,BT RESIDENCIAL,622,Abril
0525-0045,BT RESIDENCIAL,741,Abril
0525-0065,BT RESIDENCIAL,230,Abril
0525-0070,BT RESIDENCIAL,491,Abril
0525-0075,BT RESIDENCIAL,491,Abril
0525-0100,BT RESIDENCIAL,646,Abril
0700-0185,BT GENERAL,612,Abril
0700-0190,BT RESIDENCIAL,1904,Abril
0700-0200,MT GENERAL,7022,Abril
0700-0210,BT GENERAL,120,Abril
0700-0225,BT GENERAL,9124,Abril
0700-0230,BT GENERAL,2803,Abril
0700-0233,BT GENERAL,2177,Abril
0700-0235,BT RESIDENCIAL,416,Abril
0700-0237,BT INDUSTRIAL,1977,Abril
0700-0245,BT RESIDENCIAL,168,Abril
0700-0265,BT GENERAL,614,Abril
0700-0293,BT GENERAL,353,Abril
0700-0305,BT RESIDENCIAL,1027,Abril
0700-0315,BT RESIDENCIAL,836,Abril
0700-0320,BT RESIDENCIAL,245,Abril
0700-0322,BT RESIDENCIAL,120,Abril
0700-0325,BT RESIDENCIAL,696,Abril
0700-0326,MT GENERAL,4691,Abril
0700-0350,BT GENERAL,3321,Abril
0700-0357,BT RESIDENCIAL,473,Abril
0700-0367,BT RESIDENCIAL,2828,Abril
0700-0390,BT GENERAL,7336,Abril
0700-0420,BT RESIDENCIAL,536,Abril
0524-0120,BT RESIDENCIAL,512,Abril
0525-0015,BT RESIDENCIAL,741,Abril
0525-0040,BT RESIDENCIAL,814,Abril
0525-0060,BT RESIDENCIAL,657,Abril
0525-0085,BT RESIDENCIAL,1315,Abril
0530-0055,BT RESIDENCIAL,1075,Abril
0530-0070,BT RESIDENCIAL,600,Abril
0530-0160,BT RESIDENCIAL,601,Abril
